,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
67,Noticias de Colombia,@Noticolinfo,2021-12-02T00:08:33.000Z,"Noticias de Colombia
@Noticolinfo
·
1 dic.","Davivienda Corredores coloca oferta de acciones en Colombia y Canadá
noticiasdecolombia.info
Davivienda Corredores coloca oferta de acciones en Colombia y Canadá - Noticias de Colombia
La acción ordinaria de Mineros S.A., la única compañía minera listada en la Bolsa de Valores de Colombia (BVC), empezó a negociarse simultáneamente en la
1
1",,,1,1,[],https://twitter.com/Noticolinfo/status/1466197558816960514
68,FINAGRO,@Finagro,2021-12-02T15:04:19.000Z,"FINAGRO
@Finagro
·
2 dic.","@Davivienda
 es un gran aliado del campo colombiano pues identifica nuevos mercados y oportunidades para nuestros empresarios del campo siendo el mayor colocador de tarjeta agropecuaria en el periodo enero- octubre 2021.
#ComitéIntermediariosFinancieros 
@Finagro
2
3",,,2,3,['https://pbs.twimg.com/media/FFnG-QQXEAsauOY?format=jpg&name=small'],https://twitter.com/Finagro/status/1466422986320355331
69,Alexander M.,@Alex20083257,2021-12-02T23:19:31.000Z,"Alexander M.
@Alex20083257
·
2 dic.","En respuesta a 
@Davivienda
Todo la tarde ha presentado fallas la aplicación y no me permite ingreso
2
1",,2,1,,[],https://twitter.com/Alex20083257/status/1466547609145913345
70,@lopez65,@lopez65,2021-12-02T19:42:31.000Z,"@lopez65
@noticia_lopez65
·
2 dic.","Me pide envíe una serie de información técnica que no manejo para reactivar la app. Señores 
@Davivienda
 estamos para facilitar el servicio a los usuarios y no para complicárselo, la larga lista de puntos que me pide ese técnico, no es fácil. Reporto el caso a la 
@SSF_ElSalvador
2
1
1",,2,1,1,[],https://twitter.com/noticia_lopez65/status/1466492999056216081
71,Santiago Guerrero Duque,@santiguerrerow,2021-12-02T13:38:52.000Z,"Santiago Guerrero Duque
@santiguerrerow
·
2 dic.","Davivienda tuvo ganancias de $101 mil millones sólo en el primer trimestre de 2021, estando en proceso de recuperación económica y ustedes siguen saqueando nuestros ahorros!! No los atiendo por DM...
Banco Davivienda
@Davivienda
 · 2 dic.
En respuesta a @santiguerrerow
Buenos días. Trabajamos continuamente para mejorar nuestra atención. Le pedimos detallar su caso por mensaje privado para que podamos brindar una mejor experiencia. Quedamos atentos.",,,,,['https://pbs.twimg.com/profile_images/1002552048620134400/qZ1XCo_9_mini.jpg'],https://twitter.com/santiguerrerow/status/1466401481846894601
72,@lopez65,@lopez65,2021-12-02T19:38:52.000Z,"@lopez65
@noticia_lopez65
·
2 dic.","Como por la vía telefónica no tenía respuesta y en su sitio web tampoco hay soluciones de este tipo, ingresé al sitio del 
@Davivienda
 de Facebook y expongo mi problema, ahí un empleado, me dijo que debo aplicarle mecanismos de seguridad al celular y dar fe que lo hice.
@lopez65
@noticia_lopez65
 · 2 dic.
Intenté utilizar la @Davivienda me apareció un mensaje que ""se ha presentado una situación inusual en mi celular"" y  quedaba desactivada hasta que resolviera el problema con el banco. Resulta que he llamado un sinfín de veces y no he tenido respuesta @SSF_ElSalvador
1",,,1,,['https://pbs.twimg.com/profile_images/1416526146129338369/r4KaO6vE_mini.jpg'],https://twitter.com/noticia_lopez65/status/1466492078419025931
73,JuanPCalderon,@JuanPCalderon,2021-12-02T16:56:24.000Z,"JuanPCalderon
@JuanPCalderon
·
2 dic.","Después de hacer fila en 
@Davivienda
 salen con el cuento que tienen una caída de línea? No joda si les queda grande ser banco cierren el negocio no joda!!!
1",,1,,,[],https://twitter.com/JuanPCalderon/status/1466451192318500870
74,@lopez65,@lopez65,2021-12-02T19:36:43.000Z,"@lopez65
@noticia_lopez65
·
2 dic.","Intenté utilizar la 
@Davivienda
 me apareció un mensaje que ""se ha presentado una situación inusual en mi celular"" y  quedaba desactivada hasta que resolviera el problema con el banco. Resulta que he llamado un sinfín de veces y no he tenido respuesta 
@SSF_ElSalvador
2",,,2,,[],https://twitter.com/noticia_lopez65/status/1466491537794162690
75,María Aleja,@jahlemale,2021-12-02T19:26:42.000Z,"María Aleja
@jahlemale
·
2 dic.","Qué le pasa a la aplicación de 
@Davivienda
 nunca sirve.
1",,1,,,[],https://twitter.com/jahlemale/status/1466489018036674560
76,@C&A Consultores SAS,@C&A Consultores SAS,2021-12-02T08:17:26.000Z,"@C&A Consultores SAS
@CAconsultoreSAS
·
2 dic.","Davivienda Corredores coloca oferta de acciones en Colombia y Canadá
portafolio.co
Davivienda Corredores coloca oferta de acciones en Colombia y Canadá
| Finanzas | Portafolio.co",,,,,['https://pbs.twimg.com/card_img/1474136692223352833/HJEF4wS3?format=jpg&name=small'],https://twitter.com/CAconsultoreSAS/status/1466320592504868864
77,W Radio Colombia,@WRadioColombia,2021-12-02T15:14:12.000Z,"W Radio Colombia
@WRadioColombia
·
2 dic.","#AliadosW Foro W Acercando la Banca a los Colombianos. Hoy 2 de diciembre a las 10 am. Moderadora: Maria Camila Diaz. Invitados especiales: Banco Agrario y Davivienda. 

https://youtube.com/watch?v=nCGiF6ngZ44&ab_channel=WRadioColombia…
4
4",,4,,4,['https://pbs.twimg.com/media/FFnKMgZXsAYd0Cs?format=jpg&name=small'],https://twitter.com/WRadioColombia/status/1466425474066927630
78,EL TIEMPO,@ELTIEMPO,2021-12-02T12:19:07.000Z,"EL TIEMPO
@ELTIEMPO
·
2 dic.","Luego de dejar la presidencia de Davivienda, se dedicará a impulsar los negocios familiares.
eltiempo.com
‘Vuelvo a mis raíces, a donde pertenezco, el campo’: Efraín Forero
Luego de dejar la presidencia de Davivienda, se dedicará a impulsar los negocios familiares. 
1
11",,,1,11,[],https://twitter.com/ELTIEMPO/status/1466381413603852291
79,Alejandro,@ale_ponce2,2021-12-02T00:26:18.000Z,"Alejandro
@ale_ponce2
·
1 dic.","¿Alguien sabe dónde hay cajeros dónde hacer depósitos de 
@Davivienda
 ?
1",,1,,,[],https://twitter.com/ale_ponce2/status/1466202027634089991
80,Roberto UZ,@robertourrego,2021-12-02T20:15:14.000Z,"Roberto UZ
@robertourrego
·
2 dic.","Al hacer cobros indebidos y excesivos por servicios que no se utilizan el banco está robando al cliente. Ni consideren acercarse a 
@Davivienda
 #Davivienda.
1",,,,1,[],https://twitter.com/robertourrego/status/1466501229333389318
81,Diego Aguilar,@DiegoAguilar93,2021-12-02T21:59:13.000Z,"Diego Aguilar
@DiegoAguilar93
·
2 dic.","En respuesta a 
@rafapardop
Por que es de 
@Davivienda
 y son muy lentos
1
1",,1,1,,[],https://twitter.com/DiegoAguilar93/status/1466527400586579977
82,Roberto UZ,@robertourrego,2021-12-02T19:54:57.000Z,"Roberto UZ
@robertourrego
·
2 dic.","Si creían que #Bancolombia robaba ni se les ocurra considerar a 
@Davivienda
.
1",,1,,,[],https://twitter.com/robertourrego/status/1466496125050011648
83,Contento F. Chrystian,@cacntentofu,2021-12-02T12:31:04.000Z,"Contento F. Chrystian
@cacntentofu
·
2 dic.","Difícil confiar en #Davivienda cuando te sacan 3M mientras duermes. Lo más chevere es que te dejan sin plata por 15 días hasta que solucionen el fraude que me hicieron, si es que lo solucionan... 
@Davivienda
1",,1,,,[],https://twitter.com/cacntentofu/status/1466384418113830915
84,Luis García,@lagb58,2021-12-02T02:28:18.000Z,"Luis García
@lagb58
·
1 dic.","Señores 
@Davivienda
 definitivamente este mes me atrasé en el pago de mi tarjeta de crédito porque su app además de estar lenta, cuando logro entrar a mi banco vía PSE, ésta no ha reconocido mi usuario, como si lo logré varias veces con pagos de otras deudas a través de PSE. 
2",,2,,,[],https://twitter.com/lagb58/status/1466232727913521161
85,Daniel Silva,@dandressilva01,2021-12-02T16:22:26.000Z,"Daniel Silva
@dandressilva01
·
2 dic.","En respuesta a 
@blvckpool
Davivienda ecard ?
1
2",🎄,1,,2,[],https://twitter.com/dandressilva01/status/1466442643978792984
86,LEON,@ledoleon,2021-12-02T23:44:09.000Z,"LEON
@ledoleon
·
2 dic.","Señores 
@Davivienda
 ¿Porque razón el cajero automático del Centro Empresarial y de Negocios Green Hills de #Tunja NUNCA dispone de dinero?
1",,1,,,[],https://twitter.com/ledoleon/status/1466553806230106112
87,Katalina Pérez,@KataPerezA,2021-12-02T15:25:23.000Z,"Katalina Pérez
@KataPerezA
·
2 dic.","En respuesta a 
@r_omerita
 y 
@Davivienda
Esa plataforma todo el tiempo está caída 
2
2",🙄 🙄 🙄,2,,2,[],https://twitter.com/KataPerezA/status/1466428286284800006
88,Beyond the sea,@mleon06_p,2021-12-02T16:12:46.000Z,"Beyond the sea
@mleon06_p
·
2 dic.","En respuesta a 
@Negriet
 y 
@Davivienda
Me ha pasado un par de veces, piensa uno que la tarjeta no sirve y son ganas de joder del cajero
1
1",,1,,1,[],https://twitter.com/mleon06_p/status/1466440213442486281
89,Fabián Prieto,@FabinPrieto9,2021-12-02T04:10:03.000Z,"Fabián Prieto
@FabinPrieto9
·
1 dic.","En respuesta a 
@Davivienda
Despues de ir a sus oficinas y no encontrar una solución (tras de que son bien lentos esos turnos) perdí mi tiempo muchas veces, su servicio es pesimo.",,,,,[],https://twitter.com/FabinPrieto9/status/1466258333132902402
90,Andrés Guillermo,@AndresLinanF,2021-12-02T19:15:12.000Z,"Andrés Guillermo
@AndresLinanF
·
2 dic.","En respuesta a 
@JavierJMED
 y 
@Davivienda
¿No has leído los trinos de la app Bancolombia?
No se queje.
1
1",📚,1,,1,[],https://twitter.com/AndresLinanF/status/1466486124466028545
91,Tutaina Chaves,@chaveronia,2021-12-02T17:18:29.000Z,"Tutaina Chaves
@chaveronia
·
2 dic.","En respuesta a 
@Negriet
 y 
@Davivienda
Debido a ese problema me ha resultado más efectivo el retiro sin tarjeta, las transacciones en cajero eran muy demoradas y la gente lo mira a uno mal cuando sale del cajero.
1",,,,1,[],https://twitter.com/chaveronia/status/1466456751398608902
92,Blueangel,@Blueangel2021,2021-12-02T16:51:45.000Z,"Blueangel
@Blueangel2021
·
2 dic.","@Davivienda
 para qué tienes la opción de retiro sin tarjeta si los cajeros van a decir que esa transacción no está disponible???

Y encima de todo, 
@Bancolombia
, cómo así que a esta hora del día un cajero no tiene 220.000 pesos para un retiro???
1
1",,1,1,,[],https://twitter.com/Blueangel2021/status/1466450022313115648
93,Corazón Blanco ♡,@BlancaDeCorazon,2021-12-02T21:29:08.000Z,"Corazón Blanco ♡
@BlancaDeCorazon
·
2 dic.","En respuesta a 
@nubia_ti
 y 
@ForniCarias
Me dijeron que a Davivienda no se puede. Pero de Atlántida a bac es una salvación.
1
1",,1,,1,[],https://twitter.com/BlancaDeCorazon/status/1466519830379606020
94,Lacanevi Shikinami,@Lacaneviph,2021-12-02T18:50:45.000Z,"Lacanevi Shikinami
@Lacaneviph
·
2 dic.","En respuesta a 
@JoseleOso
 y 
@Nequi
No solo Nequi, también está caída la plataforma de Davivienda y daviplata. Mi mamá me comenta que BBVA está en las mismas
2
2",🦊 🐣 🐣 🦊,2,,2,[],https://twitter.com/Lacaneviph/status/1466479970587398163
95,jose antonio bedoya,@jotatecaleno,2021-12-02T20:45:36.000Z,"jose antonio bedoya
@jotatecaleno
·
2 dic.","@Davivienda
 Su app no sirve. Todo el tiempo me dice que no puedo hacer retiro sin tarjeta. Manda mensajes de texto preguntando si soy yo. Confirmo de nuevo y no dejan usar la tarjeta en los cajeros. Tengo que sacar dinero de otros cajeros.
1",,,1,,[],https://twitter.com/jotatecaleno/status/1466508874777825291
96,jose antonio bedoya,@jotatecaleno,2021-12-02T20:47:26.000Z,"jose antonio bedoya
@jotatecaleno
·
2 dic.","@Davivienda
 el cajero de la Universidad Autónoma de Occidente en Cali, lleva meses fallando. Su app no sirve. Todo el tiempo me dice que no puedo hacer retiro sin tarjeta y con tarjeta tampoco. Qué locura. Pedimos servico.b
1",,,1,,[],https://twitter.com/jotatecaleno/status/1466509336658722819
97,Carol Monje Reyes,@Camore0906,2021-12-02T18:07:10.000Z,"Carol Monje Reyes
@Camore0906
·
2 dic.","@Davivienda
 me dice por DM que por la App puede hacer lo del 4X 1.000 y la App ni siquiera me deja actualizar mis datos. Mienten  me acerco a la oficina de plaza imperial como siempre tan “eficientes, productivos y ágiles” 
1",😡 😡,1,,,[],https://twitter.com/Camore0906/status/1466469000804716549
98,William Reserve,@WilliamReserve,2021-12-02T16:08:10.000Z,"William Reserve
@WilliamReserve
·
2 dic.","En respuesta a 
@LeopoldoDuarteC
 y 
@holareserve
Por supuesto, Leopoldo.

Puedes enviar y recibir pagos desde y hacía cuentas bancarias colombianas propias y de terceros en Bancolombia, Davivienda, Nequi y Daviplata.
1
1",,1,,1,[],https://twitter.com/WilliamReserve/status/1466439055428702232
99,Fabián Prieto,@FabinPrieto9,2021-12-02T00:35:43.000Z,"Fabián Prieto
@FabinPrieto9
·
1 dic.","En respuesta a 
@Davivienda
Pffff ya me cansé de sus productos cada quincena es un problema retirar mi dinero, ya tomé las medidas necesarias gracias por tan poca ayuda...
1",,1,,,[],https://twitter.com/FabinPrieto9/status/1466204395629068295
100,El Más Godo,@ELMASGODO,2021-12-02T19:38:13.000Z,"El Más Godo
@ELMASGODO
·
2 dic.","En respuesta a 
@mymaliciagatuna
Banco de Bogotá, Davivienda, Itaú, et. Es más, yo nunca he entrado a una oficina del Banco de Bogotá. 
1
1",👴,,1,1,[],https://twitter.com/ELMASGODO/status/1466491914484658180
101,RappiPay Colombia,@RappiPay,2021-12-02T01:54:17.000Z,"RappiPay Colombia
@RappiPay
·
1 dic.","Respondiendo a 
@noriclago
 @Davivienda
 y 2 más
Hola! Recuerda que si necesitas contactarte con nosotros, nos puedes escribir por medio de DM ",🧡 🚀,,,,[],https://twitter.com/RappiPay/status/1466224168710590465
102,agh.,@anaguxvara,2021-12-02T04:18:11.000Z,"agh.
@anaguxvara
·
1 dic.","En respuesta a 
@carloshtorivera
 y 
@AsociacionMi
Sii a mi me pasó igual, pero por Daviplata, debe ser que ya no le puede entrar más dinero a Davivienda. Ojalá pronto podamos enviar la ayuda por ahí.",,,,,[],https://twitter.com/anaguxvara/status/1466260382910189571
103,Carolita G.C,@carolitagc_tuit,2021-12-02T16:40:51.000Z,"Carolita G.C
@carolitagc_tuit
·
2 dic.","@Davivienda
 Buenos días, podrían por favor venir a arreglar el cajero de éxito Bosa que está bloqueado y aparte dice que no tiene dinero...
1",💚,1,,,[],https://twitter.com/carolitagc_tuit/status/1466447278605017094
104,La Prensa Gráfica,@prensagrafica,2021-12-02T20:30:22.000Z,"La Prensa Gráfica
@prensagrafica
·
2 dic.","Contenido promocionado | Davivienda expone la colección ""Inspiraciones del Alma"", compuesta por dibujos del grupo gestor Volarte e instalada en la plaza conocida como Fuentes Beethoven. 

#DaviviendaElSalvador #Volarte
laprensagrafica.com
Davivienda y Volarte inauguraron colección de dibujos “Inspiraciones del Alma 2021”
La exposición de 63 obras de prestigiosos artistas salvadoreños ha dotado de vida la plaza Argentina.
1
2",,,1,2,['https://pbs.twimg.com/card_img/1474157201350696967/p3cahn0A?format=jpg&name=small'],https://twitter.com/prensagrafica/status/1466505040038928386
105,Zeicer Martinez,@Zeicerin,2021-12-02T17:59:49.000Z,"Zeicer Martinez
@Zeicerin
·
2 dic.","@Davivienda
  la app móvil está presentando fallas? Estoy intentando acceder durante toda la mañana y me dice que verifique los datos pero entro por la página web y no presenta problema e introduzco los mismo datos.
1",,1,,,[],https://twitter.com/Zeicerin/status/1466467153863917569
106,@SSF_ElSalvador,@SSF_ElSalvador,2021-12-02T20:15:11.000Z,"@SSF_ElSalvador
@SSF_ElSalvador
·
2 dic.","En respuesta a 
@noticia_lopez65
 y 
@Davivienda
Hola. Si tienes inconvenientes con productos y servicios financieros y la entidad no te resuelve, contáctate con nosotros a través de los siguientes medios para brindarte la orientación que necesitas. 
 2999-9999
 atencionalusuario@ssf.gob.sv
WhatsApp: 7840-9741
2
1",☎ ✉,,2,1,[],https://twitter.com/SSF_ElSalvador/status/1466501219552317450
107,RappiPay Colombia,@RappiPay,2021-12-02T01:52:35.000Z,"RappiPay Colombia
@RappiPay
·
1 dic.","Respondiendo a 
@noriclago
 @Davivienda
 y 2 más
Hola! Por favor envíanos un DM ampliándonos información acerca de tu problema, recuerda que estamos para ayudarte ",🧡 🚀,,,,[],https://twitter.com/RappiPay/status/1466223741776637957
108,Camilo,@Kamo_Cortes,2021-12-02T23:10:29.000Z,"Camilo
@Kamo_Cortes
·
2 dic.","En respuesta a 
@JavierJMED
 y 
@Davivienda
Esa es un poco más decente q la de 
@Bancolombia
 lo que es nefasto, NEFASTO. De 
@Davivienda
 es la línea de atención telefónica.",🔥 💫,,,,[],https://twitter.com/Kamo_Cortes/status/1466545332662194180
109,La República,@La_Republica,2021-12-02T19:46:27.000Z,"La República
@La_Republica
·
2 dic.","#EspecialNavidad 
@Davivienda
 le brinda información para una buena administración y mostrarle los #beneficios que este medio de pago ofrece
larepublica.net
Organice sus compras navideñas aprovechando los beneficios de las tarjetas Davivienda
Lea más en larepublica.net
1",👇,,,1,['https://pbs.twimg.com/card_img/1474157205834371075/t7JjqLmt?format=jpg&name=360x360'],https://twitter.com/La_Republica/status/1466493988685422596
110,Iam_crisfer,@iam_crisfer,2021-12-02T14:52:34.000Z,"Iam_crisfer
@iam_crisfer
·
2 dic.","En respuesta a 
@iam_crisfer
 @Davivienda
 y 
@SFCsupervisor
@Davivienda
 @SFCsupervisor
  hace más de 15 días page toda mi deuda, llamo a cancelar y me dicen q no xq me cobraron intereses y cuota de manejo, quiero pagar para poder cancelar mi tarjeta y no puedo xq el portal pse del banco lleva 2 días caído, ir a un banco por 30 mil pesos?
1",,1,,,[],https://twitter.com/iam_crisfer/status/1466420031533850624
111,Ivan,@Ivan_abc,2021-12-02T18:00:54.000Z,"Ivan
@Ivan_abc
·
2 dic.","En respuesta a 
@davicorredores
 @Davivienda
 y 
@GermanCrstancho
El inconveniente radica en que los FICs de 
@Davivienda
 como Superior, Daviplus etc han arrojado solo perdidas este año, y parece que seguirán así; ante eso, ustedes no pueden hacer mayor cosa.
1",,1,,,[],https://twitter.com/Ivan_abc/status/1466467426476961799
112,Roberto UZ,@robertourrego,2021-12-02T20:09:57.000Z,"Roberto UZ
@robertourrego
·
2 dic.","@Davivienda
, que funge como banco es una mafia de cobros ilícitos. ¿Cuándo se dignará la 
@SFCsupervisor
 a controlar los cobros excesivos por todo?
1",,1,,,[],https://twitter.com/robertourrego/status/1466499902704427012
113,Davivienda Corredores,@davicorredores,2021-12-02T18:07:31.000Z,"Davivienda Corredores
@davicorredores
·
2 dic.","En respuesta a 
@Ivan_abc
 @Davivienda
 y 
@GermanCrstancho
Gracias por su comentario 
@Ivan_abc
 le pedimos por favor nos envíe los datos que le solicitamos por DM y así un asesor pueda comunicarse con usted.
1",,1,,,[],https://twitter.com/davicorredores/status/1466469088717377541
